codigo_ncm,descricao_ncm,nacionalfederal,importadosfederal,estadual,municipal,vigenciainicio,vigenciafim
89019000,Outs.embarcacoes p/transp.mercadorias ou pessoas/mercad,13.45,22.14,17.00,0.00,20/10/2025,30/11/2025
89020010,"Barcos de pesca,navios-fabricas,etc. comprimento>=35m",13.45,22.14,17.00,0.00,20/10/2025,30/11/2025
89020090,"Outros barcos de pesca,navios-fabricas,etc.",13.45,22.14,17.00,0.00,20/10/2025,30/11/2025
89031100,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas equipados com um motor ou concebidos para comporta lo de peso vazio sem carga sem motor nao superior a 100 kg,17.10,28.22,12.00,0.00,20/10/2025,30/11/2025
89031200,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas nao concebidos para serem utilizados com um motor e de peso vazio sem carga nao superior a 100 kg,17.10,28.22,12.00,0.00,20/10/2025,30/11/2025
89031900,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas outros,17.10,28.22,12.00,0.00,20/10/2025,30/11/2025
89032100,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas De comprimento nao superior a 7 5 m,17.10,19.10,12.00,0.00,20/10/2025,30/11/2025
89032200,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas De comprimento superior a 7 5 m mas nao superior a 24 m,17.10,19.10,12.00,0.00,20/10/2025,30/11/2025
89032300,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas De comprimento superior a 24 m,17.10,28.22,12.00,0.00,20/10/2025,30/11/2025
89033100,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas De comprimento nao superior a 7 5 m,18.88,30.00,12.00,0.00,20/10/2025,30/11/2025
89033200,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas De comprimento superior a 7 5 m mas nao superior a 24 m,18.88,30.00,12.00,0.00,20/10/2025,30/11/2025
89033300,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas De comprimento superior a 24 m,18.88,30.00,12.00,0.00,20/10/2025,30/11/2025
89039300,Embarcacoes e estruturas flutuantes iates e outros barcos e embarcacoes de recreio ou de esporte barcos a remos e canoas De comprimento nao superior a 7 5 m,17.10,28.22,12.00,0.00,20/10/2025,30/11/2025
89039900,"Outs.barcos/embarcacoes de recreio/esporte, incl.canoas",17.10,28.22,12.00,0.00,20/10/2025,30/11/2025
89040000,Rebocadores e barcos p/empurrar outs. embarcacoes,13.45,22.14,17.00,0.00,20/10/2025,30/11/2025
89051000,Dragas,13.45,22.14,17.00,0.00,20/10/2025,30/11/2025
89052000,"Plataformas de perfuracao/exploracao, flutuantes,etc.",13.45,22.14,17.00,0.00,20/10/2025,30/11/2025
89059000,"Barcos-farois/quindastes/docas/diques flutuantes,etc.",13.45,22.14,17.00,0.00,20/10/2025,30/11/2025
89059000,Docas flutuantes,15.33,24.02,17.00,0.00,20/10/2025,30/11/2025
89061000,Navios de guerra,13.45,22.14,17.00,0.00,20/10/2025,30/11/2025
89069000,Outros embarcacoes,13.45,22.14,17.00,0.00,20/10/2025,30/11/2025
89071000,Balsas inflaveis,15.33,24.02,17.00,0.00,20/10/2025,30/11/2025
89079000,Outros estruturas flutuantes,15.61,24.30,17.00,0.00,20/10/2025,30/11/2025
89079000, Balsas para transporte,16.30,24.99,17.00,0.00,20/10/2025,30/11/2025
89080000,Embarcacoes e estruturas flutuantes embarcacoes e outras estruturas flutuantes para desmantelar ,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
89080000,Estruturas flutuantes,13.45,15.45,17.00,0.00,20/10/2025,30/11/2025
90011011,"Fibras opticas,diametro de nucleo<11microns",17.10,34.60,3.40,0.00,20/10/2025,30/11/2025
90011019,Outros fibras opticas,17.10,24.93,3.40,0.00,20/10/2025,30/11/2025
90011020,Feixes e cabos de fibras opticas,18.76,27.45,3.40,0.00,20/10/2025,30/11/2025
90012000,"Materias polarizantes,em folhas e placas",18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90013000,Lentes de contato,13.45,23.78,3.40,0.00,20/10/2025,30/11/2025
90014000,"Lentes de vidro,p/oculos",13.45,23.78,3.40,0.00,20/10/2025,30/11/2025
90015000,"Lentes de outs.materias,p/oculos",13.45,23.78,3.40,0.00,20/10/2025,30/11/2025
90019010,Outros lentes n/montadas,13.45,23.78,3.40,0.00,20/10/2025,30/11/2025
90019090,"Prismas,espelhos e outs.elementos de optica, n/montados",18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90021111,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios Lentes prismas espelhos e outros elementos de optica de qualquer materia montados para instrumentos ou aparelhos exceto os de vidro nao trabalhado opticamente Para cameras fotograficas,18.76,20.76,3.40,0.00,20/10/2025,30/11/2025
90021119,Outras,18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90021119,Ex 01 - Para cameras cinematograficas,13.45,22.97,3.40,0.00,20/10/2025,30/11/2025
90021120,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios Lentes prismas espelhos e outros elementos de optica de qualquer materia montados para instrumentos ou aparelhos exceto os de vidro nao trabalhado opticamente De aproximacao zoom para cameras de televisao de 20 ou mais aumentos,18.76,20.76,3.40,0.00,20/10/2025,30/11/2025
90021190,"Outs.lentes objetiv.montadas,p/cameras, apars.fotograf.",18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90021900,Outros lentes objetiv.montadas,18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90022010,"Filtros polarizantes,montados",18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90022090,"Outros filtros opticos,montados",18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90029010,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios Lentes prismas espelhos e outros elementos de optica de qualquer materia montados para instrumentos ou aparelhos exceto os de vidro nao trabalhado opticamente comutadores switches optomecanicos do tipo utilizado em redes opticas de transmissao de dados proprios para montagem po,18.76,20.76,3.40,0.00,20/10/2025,30/11/2025
90029090,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios Lentes prismas espelhos e outros elementos de optica de qualquer materia montados para instrumentos ou aparelhos exceto os de vidro nao trabalhado opticamente outros,18.76,29.00,3.40,0.00,20/10/2025,30/11/2025
90031100,"Armacoes de plasticos,para oculos",15.33,25.66,3.40,0.00,20/10/2025,30/11/2025
90031910,"Armacoes de metais comuns,p/oculos,mesmo folheado,etc.",15.33,25.66,3.40,0.00,20/10/2025,30/11/2025
90031990,"Armacoes de outs.materias,para oculos",15.33,25.66,3.40,0.00,20/10/2025,30/11/2025
90039010,Charneiras p/armacoes de oculos,15.33,24.85,3.40,0.00,20/10/2025,30/11/2025
90039090,Outs.partes p/armacoes de oculos e artigos semelhs.,15.33,24.85,3.40,0.00,20/10/2025,30/11/2025
90041000,Oculos de sol,18.76,29.88,3.40,0.00,20/10/2025,30/11/2025
90049010,Oculos p/correcao,15.33,25.66,3.40,0.00,20/10/2025,30/11/2025
90049020,Oculos de seguranca,15.33,25.66,3.40,0.00,20/10/2025,30/11/2025
90049090,Outs.oculos p/protecao ou outs.fins e artigos semelhs.,15.33,25.66,3.40,0.00,20/10/2025,30/11/2025
90051000,Binoculos,18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90058000,Lunetas e outs.instrum.de astronomia e suas armacoes,18.76,27.45,3.40,0.00,20/10/2025,30/11/2025
90059010,Partes e acess.de binoculos,18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90059090,Partes e acess.de lunetas e outs.instrum.de astronomia,18.76,27.45,3.40,0.00,20/10/2025,30/11/2025
90063000,"Cameras fotograficas especialmente concebidas para fotografia submarina ou aerea, para exame medico de orgaos internos, para laboratorios de medicina legal ou para investigacao judicial",18.76,27.45,3.40,0.00,20/10/2025,30/11/2025
90064000,Camaras fotograf.p/filmes de revelacao/ copiagem instantan,18.76,20.76,3.40,0.00,20/10/2025,30/11/2025
90065310,"Camaras .fotograf.de foco fixo,p/peliculas,em rolos,l=35mm",18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90065320,"Camaras .fotograf.de foco ajustav.p/pelic.em rolos,l=35mm",18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90065930,Fotocompositoras a laser para preparacao de cliches,13.45,15.45,3.40,0.00,20/10/2025,30/11/2025
90065940,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios cameras fotograficas aparelhos e dispositivos incluindo as lampadas e tubos de luz relampago flash para fotografia exceto as lampadas e tubos de descarga da posicao 85 39 outras de foco fixo,18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90065951,Para obtencao de negativos de 45 mm x 60 mm ou de dimensoes superiores,18.76,25.70,3.40,0.00,20/10/2025,30/11/2025
90065959,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios cameras fotograficas aparelhos e dispositivos incluindo as lampadas e tubos de luz relampago flash para fotografia exceto as lampadas e tubos de descarga da posicao 85 39 outras,18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90065959,Outras,13.45,23.78,3.40,0.00,20/10/2025,30/11/2025
90066100,"Apars.de tubo de descarga,p/producao de luz-relampago",18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90066900,Outros apars.e dispositivos p/fotografia,18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90066900,Lampadas de luz relampago �flash� ,17.10,27.43,3.40,0.00,20/10/2025,30/11/2025
90069110,Corpos p/ camaras fotograficas,18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90069190,Outros partes e acess.p/camaras fotograficas,18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90069900,Outs.partes e acess.p/apars.e dispositivos p/fotografia,18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90071000,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios cameras e projetores cinematograficos mesmo com aparelhos de gravacao ou de reproducao de som incorporados cameras,23.20,31.89,3.40,0.00,20/10/2025,30/11/2025
90071000,Para filmes de 16 mm de largura ou de largura nao inferior a 35 mm,13.45,22.14,3.40,0.00,20/10/2025,30/11/2025
90072020,"Projetores para filmes, largura>=35mm, mas <=70mm",20.33,22.33,3.40,0.00,20/10/2025,30/11/2025
90072090,Outros projetores cinematograficos,20.33,29.02,3.40,0.00,20/10/2025,30/11/2025
90079100,Partes e acess.p/cameras cinematograficas,20.33,29.02,3.40,0.00,20/10/2025,30/11/2025
90079200,Partes e acess.p/projetores cinematograficos,20.33,29.02,3.40,0.00,20/10/2025,30/11/2025
90085000,Projetores e aparelhos fotograficos de ampliacao ou de reducao,20.33,30.66,3.40,0.00,20/10/2025,30/11/2025
90089000,"Partes e acess.p/apars.de projecao fixa,etc.",20.33,29.85,3.40,0.00,20/10/2025,30/11/2025
90101010,Cubas e cubetas automat.progr.eletron.p/ revel. peliculas,20.33,22.33,3.40,0.00,20/10/2025,30/11/2025
90101020,Ampliadoras-copiadoras automat.p/papel fotograf>1000c/h,20.33,22.33,3.40,0.00,20/10/2025,30/11/2025
90101090,Outs.apars.e mater.p/revel.automat.pelic. fotograf.etc.,20.33,29.02,3.40,0.00,20/10/2025,30/11/2025
90105010,"Processadores fotograficos para o tratamento eletronico de imagens, mesmo com saida digital",20.33,22.33,3.40,0.00,20/10/2025,30/11/2025
90105020,Aparelhos para revelacao automatica de chapas de fotopolimeros com suporte metalico,20.33,22.33,3.40,0.00,20/10/2025,30/11/2025
90105090,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios aparelhos e equipamento do tipo utilizado nos laboratorios fotograficos ou cinematograficos nao especificados nem compreendidos noutras posicoes do presente capitulo negatoscopios telas para projecao outros,20.33,30.66,3.40,0.00,20/10/2025,30/11/2025
90105090,Moviolas,13.45,23.78,3.40,0.00,20/10/2025,30/11/2025
90106000,Telas p/projecao fotografica/cinematografica,20.33,30.66,3.40,0.00,20/10/2025,30/11/2025
90109010,Partes e acess.p/apars.revel.automat. pelic. fotograf.etc,20.33,29.02,3.40,0.00,20/10/2025,30/11/2025
90109090,Partes e acess.p/outs.apars.util.laborat. fotograf.etc.,20.33,29.85,3.40,0.00,20/10/2025,30/11/2025
90111000,Microscopios opticos estereoscopicos,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90112010,Microscopios p/fotomicrografia,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90112020,Microscopios p/cinefotomicrografia,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90112030,Microscopios p/microprojecao,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90118010,Microscopios opticos binoculares de platina movel,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90118090,Outros microscopios opticos,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90119010,"Partes e acess.p/microscopios p/ fotomicrografia, etc.",15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90119090,Partes e acess.p/microscopios opticos,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90121010,Microscopios eletronicos,13.45,15.45,3.40,0.00,20/10/2025,30/11/2025
90121090,Outros microscopios e difratografos,13.45,22.79,3.40,0.00,20/10/2025,30/11/2025
90129010,Partes e acess.p/microscopios eletronicos,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90129090,Partes e acess.p/outs.microscopios e difratografos,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90131010,Miras telescopicas p/armas,18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90131090,"Periscopios,lunetas p/maqs.apars.e instrumentos opticos",18.76,27.45,3.40,0.00,20/10/2025,30/11/2025
90132000,Lasers exc.os diodos laser,18.76,27.45,3.40,0.00,20/10/2025,30/11/2025
90138000,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios Dispositivos de cristais liquidos que nao constituam artigos compreendidos mais esp,18.76,29.88,3.40,0.00,20/10/2025,30/11/2025
90138000, conta fios,15.33,26.45,3.40,0.00,20/10/2025,30/11/2025
90139000,"Partes e acess.de miras telescopicas, periscopios,etc.",18.76,27.45,3.40,0.00,20/10/2025,30/11/2025
90141000,Bussolas incl.as agulhas de marear,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90142010,Altimetros para navegacao aerea ou espacial,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90142020,Pilotos automaticos p/navegacao aerea/ espacial,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90142030,Inclinometros p/navegacao aerea/espacial,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90142090,Outs.instrumentos e apars.p/navegacao aerea/espacial,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90148010,Sondas acusticas ou de ultra-sons p/navegacao,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90148090,Outros apars.e instrumentos p/navegacao,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90149000,Partes e acess.p/instrumentos e apars.p/ navegacao,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90151000,Telemetros,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90152010,"Teodolitos e taqueometros,leit.por prisma,etc. prec=1seg",15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90152090,Outros teodolitos e taqueometros,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90153000,Niveis,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90154000,Instrumentos e apars.de fotogrametria,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90158010,Molinetes hidrometricos,15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90158090,"Outs.instrumentos e apars.de geodesia, topografia,etc.",15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90159010,Partes e acess.de instrumentos e apars.de fotogrametria,15.33,17.33,3.40,0.00,20/10/2025,30/11/2025
90159090,"Partes e acess.de instrumentos e apars.de geodesia,etc.",15.33,24.02,3.40,0.00,20/10/2025,30/11/2025
90160010,Balancas sensiveis a pesos<=0.2mg,13.45,22.14,3.40,0.00,20/10/2025,30/11/2025
90160090,"Balancas sensiveis a 0.2mg<pesos<=50mg, com/ sem pesos",13.45,22.14,3.40,0.00,20/10/2025,30/11/2025
90171010,"Mesas e maqs.de desenhar,automaticas",18.76,20.76,3.40,0.00,20/10/2025,30/11/2025
90171090,Outros mesas e maqs.de desenhar,18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90172000,"Outs.instrumentos de desenho,de tracado ou de calculo",18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90173010,Micrometros (instrum.de medida manual de distancias),13.45,20.39,3.40,0.00,20/10/2025,30/11/2025
90173020,Paquimetros (instrum.de medida manual de distancias),13.45,23.78,3.40,0.00,20/10/2025,30/11/2025
90173090,Calibres e semelhs.(instrum.medida manual de distancias,13.45,23.78,3.40,0.00,20/10/2025,30/11/2025
90178010,Metros (instrum.de medida manual de distancias),18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90178090,Outros instrumentos de medida manual de distancias,18.76,29.09,3.40,0.00,20/10/2025,30/11/2025
90179010,"Partes e acess.de mesas e maqs.de desenhar, automaticas",18.76,20.76,3.40,0.00,20/10/2025,30/11/2025
90179090,"Partes e acess.de outs.instrum.de desenho, medida,etc.",18.76,28.28,3.40,0.00,20/10/2025,30/11/2025
90181100,Eletrocardiografos,14.22,22.91,3.40,0.00,20/10/2025,30/11/2025
90181210,Ecografos c/analise espectral doppler,14.22,16.22,3.40,0.00,20/10/2025,30/11/2025
90181290,Outs.apars.de eletrodiagnost.por varredura ultra-sonica,14.22,22.91,3.40,0.00,20/10/2025,30/11/2025
90181300,Apars.de diagnostico por visualiz.de ressonancia magnet,14.22,16.22,3.40,0.00,20/10/2025,30/11/2025
90181410,Scanner de tomografia por emissao de positrons,14.22,16.22,3.40,0.00,20/10/2025,30/11/2025
90181420,Camaras gama,14.22,16.22,3.40,0.00,20/10/2025,30/11/2025
90181490,Outs.aparelhos de cintilografia,14.22,22.91,3.40,0.00,20/10/2025,30/11/2025
90181910,Endoscopios,14.22,16.22,3.40,0.00,20/10/2025,30/11/2025
90181920,Audiometros,14.22,22.91,3.40,0.00,20/10/2025,30/11/2025
90181980,Outros apars.de eletrodiagnostico,14.22,22.91,3.40,0.00,20/10/2025,30/11/2025
90181990,Partes de apars.de eletrodiagnostico,14.22,22.91,3.40,0.00,20/10/2025,30/11/2025
90182010,"Apars.de raios ultravioleta ou infravermelhos, p/ cirurgias, que operam por laser",16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
90182020,Apars.operando por laser p/tratamento bucal,16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
90182090,Outros (apars.de raios ultravioleta ou infravermelhos),16.40,25.09,3.40,0.00,20/10/2025,30/11/2025
90183111,"Seringas de plastico,mesmo c/agulhas, capacidade <=2cm3",13.45,22.97,3.40,0.00,20/10/2025,30/11/2025
90183119,"Outros seringas de plastico,mesmo c/agulhas",13.45,22.97,3.40,0.00,20/10/2025,30/11/2025
90183190,"Seringas de outs.materias,mesmo c/agulhas",13.45,15.45,3.40,0.00,20/10/2025,30/11/2025
90183211,"Agulhas tubulares de metal,gengivais",16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90183212,"Agulhas tubulares de aco cromo-niquel/bisel trifacetado (...), utilizadas com bolsas de sangue",16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
90183213,"Agulhas ponta de lapis, do tipo das utilizadas em anestesia epidural ou raquidiana",16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
90183219,Outros agulhas tubulares de metal,17.88,27.40,3.40,0.00,20/10/2025,30/11/2025
90183220,Agulhas para suturas,16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
90183910,Outros agulhas,16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90183921,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais De borracha,13.45,15.45,3.40,0.00,20/10/2025,30/11/2025
90183922,"Cateter de policloreto vinila,p/embolectomia arterial",13.45,15.45,3.40,0.00,20/10/2025,30/11/2025
90183923,"Cateter de policloreto vinila,p/termodiluicao",16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
90183925,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais Sondas vesicais estereis de poliuretano com revestimento hidrofilico de uso intermitent,13.45,16.51,3.40,0.00,20/10/2025,30/11/2025
90183926,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais cateteres intravenosos perifericos de plastico,13.45,22.97,3.40,0.00,20/10/2025,30/11/2025
90183929,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais outros,13.45,15.45,3.40,0.00,20/10/2025,30/11/2025
90183930,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais Lancetas para vacinacao e cauterios,16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90183991,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais artigo para fistula arteriovenosa composto de agulha base de fixacao tipo borboleta tub,13.45,22.97,3.40,0.00,20/10/2025,30/11/2025
90183999,"Outs.instrumentos semelh.seringas,agulhas, cateteres,etc",16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90183999,Para transfusao de sangue ou infusao intravenosa,13.45,22.97,3.40,0.00,20/10/2025,30/11/2025
90184100,Apars.dentarios de brocar mesmo c/outs. equip.dentarios,16.40,25.09,3.40,0.00,20/10/2025,30/11/2025
90184911,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais De carboneto de tungstenio volframio ,16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90184912,"Brocas p/odontologia,de aco-vanadio",16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90184919,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais outras,16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90184920,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais Limas,16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90184940,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais Para tratamento bucal que operem por projecao cinetica de particulas,16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
90184991,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais Para desenho e construcao de pecas ceramicas para restauracoes dentarias computadorizad,16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
90184999,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais outros,16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90184999,Cadeiras de dentista equipadas com aparelhos de odontologia,14.96,24.48,3.40,0.00,20/10/2025,30/11/2025
90185010,"Microscopios binoculares,util.cirurgia oftalmologica",16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
90185090,Outs.instrumentos e aparelhos de oftalmologia,16.40,25.09,3.40,0.00,20/10/2025,30/11/2025
90189010,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais Para transfusao de sangue ou infusao intravenosa,13.45,15.45,3.40,0.00,20/10/2025,30/11/2025
90189021,Bisturis eletricos,16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90189029,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais outros,16.40,25.92,3.40,0.00,20/10/2025,30/11/2025
90189031,Instrumentos e aparelhos de optica de fotografia de cinematografia de medida de controle ou de precisao instrumentos e aparelhos medico cirurgicos suas partes e acessorios instrumentos e aparelhos para medicina cirurgia odontologia e veterinaria incluindo os aparelhos para cintilografia e outros aparelhos eletromedicos bem como os aparelhos para testes visuais Litotritores por onda de choque,16.40,18.40,3.40,0.00,20/10/2025,30/11/2025
